sentence,target,idx
He's a man to whom liberty we could never grant.,0,5289
"It's obvious that Mary, he can't stand.",0,5290
I think that the trolls will take the shepherd tomorrow.,0,5291
"As for Max, I really like him.",0,5292
John would like that because he's such a nice guy.,0,5295
"John, because he's such a nice guy, would like that.",0,5296
"Because he's such a nice guy, John would like that.",0,5297
"John would, because he's such a nice guy, like that.",0,5298
"Because he's such a nice guy, what would John like?",1,5299
"It's obvious that, although he's a nice guy, John isn't too bright.",0,5300
I gave Mary a book.,0,5302
I considered Fred crazy.,0,5303
I put the book on the table.,0,5304
I worded the telegram tersely.,0,5305
"Because she's so pleasant, Mary I really like.",0,5310
"Though he may seem intelligent, he does not seem deep.",0,5311
"Intelligent though he may seem, he does not seem deep.",0,5312
"Though I may love her, that won't affect the grade.",0,5313
"Love her though I may, that won't affect the grade.",0,5314
"Hate those who criticize Carter though he may, it doesn't matter.",0,5318
Would John hate that?,1,5319
Would John hate that!,0,5320
"Will Sally, after John comes home, take a shower?",1,5322
"After John comes home, will Sally take a shower?",1,5323
I would prefer that he not have finished.,0,5324
He has not finished.,0,5326
He is not finishing.,0,5327
He would not finish.,0,5328
He does not finish.,0,5329
"Those people, after the party, will not come home.",0,5331
I've never seen a man taller than my father.,0,5332
I've never seen a taller man than my father.,0,5333
I've never seen a man taller than my mother.,0,5334
I've never seen a taller man than my mother.,0,5335
Jack eats caviar more than he eats mush.,0,5336
Jack eats more caviar than he eats mush.,0,5337
Jack eats caviar more than he sleeps.,0,5338
I am more angry today than I was yesterday.,0,5340
I am more angry than sad.,0,5341
Mary is more than six feet tall.,0,5343
Mary is taller than six feet.,0,5344
Mary is shorter than five feet.,0,5346
They think she has too much independence.,0,5347
A tangerine isn't as different from an orange as I'd thought.,0,5351
You and I are as much alike as a horse and a cow.,0,5352
You and I are as alike as a horse and a cow.,0,5353
You and I are as little alike as a horse and a cow.,0,5354
John is as intelligent as Mary.,0,5356
John is more than 6 feet tall.,0,5357
John is taller than 6 feet.,0,5358
These plants may grow as much as 6 feet high.,0,5359
These plants may grow as high as 6 feet.,0,5360
More has happened in the last week than will happen in the next year.,0,5361
He offers more than we had hoped for.,0,5362
He was hoping for more than we offered.,0,5363
Enough is going on to keep them confused.,0,5364
You've said enough to convince me.,0,5365
Sally eats caviar more than I had expected.,0,5366
Susan doesn't eat her vegetables enough.,0,5367
Sally eats the stuff pretty often.,0,5368
Sally eats the stuff more.,0,5370
John eats more.,0,5373
John doesn't eat enough.,0,5374
John eats more than he sleeps.,0,5375
He gave me more of his marbles than I wanted.,0,5376
Jack is more tall than thin.,0,5379
I did it more in jest than in anger.,0,5380
There is enough of the bread left to have tomorrow.,0,5381
There is enough bread for all of you.,0,5382
There is bread enough for all of you.,0,5383
She has enough of a problem as it is.,0,5384
She has enough problems as it is.,0,5389
He looks more formidable than he is.,0,5390
He seems intelligent enough for you.,0,5392
She writes more clearly than she speaks.,0,5393
He's enough of a fool to try it.,0,5395
He's fool enough to try it.,0,5396
I saw more of the man than you did.,0,5397
I saw enough of the fool to be convinced.,0,5398
Harry got to be more of a celebrity.,0,5399
Harry got to be more of the celebrity.,0,5400
What his father wants him to be is more of a man.,0,5402
I've never known more of a man than Frank.,0,5406
He was hoping for too much.,0,5407
Sally eats caviar too much for her own good.,0,5408
John eats so much.,0,5409
He gave me many marbles.,0,5410
I have much typing to do.,0,5411
He looks so formidable.,0,5413
She speaks too clearly.,0,5415
"I'm as much of a man as you are, my dear.",0,5416
Harry got to be as much of a celebrity as his father.,0,5417
Many are called; few are chosen.,0,5421
More are called than are ever chosen.,0,5422
We made enough pudding to last for days.,0,5423
We made enough puddings to last for days.,0,5425
John is the kind of a fool that I told you about.,0,5427
John is the kind of the fool that I told you about.,0,5428
He's a bit of a gossip.,0,5429
He's something of a gossip.,0,5431
John is the kind of fool that I told you about.,0,5432
He's that reliable a man.,0,5438
He's too reliable a man.,0,5440
He's as reliable a man.,0,5442
He's so reliable a man.,0,5444
He's a reliable enough man.,0,5448
Tom was not more reliable than a grasshopper.,0,5449
Tom was no more reliable than a grasshopper.,0,5450
I don't want trouble.,0,5453
John is not a more reliable fellow than Bill.,0,5455
John isn't any more reliable a fellow than Bill.,0,5456
John is no more reliable a fellow than Bill.,0,5458
I have as many too many marbles as you.,0,5460
I have as many marbles too many as you.,0,5461
I have six too many marbles.,0,5462
I have six marbles too many.,0,5463
I have six more of them.,0,5464
I have half a dozen too many of these marbles.,0,5466
She writes clearly enough.,0,5468
She is as brilliant a woman as her mother.,0,5469
I've never known as strong a person as Louise.,0,5471
Fido is a smarter dog than Spot.,0,5472
What his father wants him to be is a better pool player.,0,5474
A taller man than Bill is here.,0,5475
I've never known a smarter dog than Fido.,0,5476
He's so tall a man that doors are dangerous to him.,0,5477
He's such a tall man that doors are dangerous to him.,0,5478
He's such a tall man.,0,5479
He's such the tall man.,0,5480
What her mother wants her to be is such a fine surgeon that everyone will respect her.,0,5481
It was as awful a picture as it first seemed.,0,5482
It wasn't as awful a picture as it first seemed.,0,5484
It wasn't such an awful picture as it first seemed.,0,5485
It was so awful a picture that I tore it up.,0,5486
It was such an awful picture that I tore it up.,0,5487
Mary is such a wit that people are afraid of her.,0,5488
Sally isn't such a fool as people think.,0,5489
I love her so much.,0,5491
I gave her so much.,0,5492
Hilda is such a scholar.,0,5494
Hilda is such a scholar that all her work is impeccable.,0,5495
Hilda is such a scholar as you were speaking of just now.,0,5496
So eminent a scholar as Dr. Lucille Hein was here.,0,5497
Such an eminent scholar as Dr. Lucille Hein was here.,0,5498
So elegant a solution as you have presented us with can elicit only admiration.,0,5499
You have presented so elegant a solution that we can only admire it.,0,5500
Such a scholar as you were speaking of just now is here.,0,5501
Her mother wants Mary to be such an eminent woman that everyone will respect her.,0,5503
John a decidedly taller man than Bill.,0,5504
That's an obviously better solution.,0,5506
She made so much better a reply.,0,5508
That's the kindest answer that I ever heard.,0,5514
Most helpful advice is unwanted.,0,5515
Sally will give me more helpful advice than the advice I got from you.,0,5516
I've never seen a man who is taller than my mother.,0,5517
I've never seen the one man taller than my father.,0,5518
John wants to come up with as good a solution as Christine did.,0,5521
John wants to come up with a solution as good as Christine.,0,5522
John wants to find a solution better than Christine's.,0,5523
Caviar is eaten by Jack more than mush.,0,5524
More caviar than mush is eaten by Jack.,0,5525
Jack ate more of this than he ate of that.,0,5526
The table is longer than the door is wide.,0,5527
"Mary's happy about her work, and John's happy about his children.",0,5528
"Mary's happy about her work, and John is about his children.",0,5530
"Mary is happy with her work, and John is with his children.",0,5531
"Mary's happy with her work, and John's with his children.",0,5532
"The table is long, and the door's wide.",0,5534
"I'm sad, more than I'm angry.",0,5536
I'm more sad than angry.,0,5538
"I'm worrying, more than thinking.",0,5539
"I'm sad, as much as I'm angry.",0,5542
I'm as much sad as angry.,0,5543
I am angrier today that I was yesterday.,0,5545
John is taller than six feet.,0,5546
John is taller than Bill.,0,5547
Mary has more than two friends.,0,5548
Mary has more friends than two.,0,5550
Mary has more friends than just Bill and Pete.,0,5551
They may grow as much as six feet high.,0,5552
They may grow as high as six feet.,0,5554
Some of them made as many as 20 errors.,0,5555
Some of them made as many errors as Joan.,0,5557
John is taller than Pete is.,0,5559
John is shorter than five feet.,0,5563
Mary has more enemies than Bill has friends.,0,5564
Mary doesn't have as many too many too many as Jane.,0,5566
Jane has more nearly as many too many than Mary.,0,5567
Mary swam five more laps than Joan swam.,0,5568
Mary swam as many more laps than Joan as Linda.,0,5569
Bill kissed himself.,0,5570
Sally kissed herself.,0,5572
The robot kissed itself.,0,5574
She knocked herself on the head with a zucchini.,0,5575
The snake flattened itself against the rock.,0,5577
The Joneses think themselves the best family on the block.,0,5578
